1056,52,150
276,38,70
161,76,44
602,31,26
72,13,7
194,106,33
479,108,33
417,148,114
61,95,15
410,18,59
270,36,61
118,61,80
679,35,83
177,22,33
42,20,29
316,29,66
452,60,149
230,119,102
227,255,97
208,226,108
225,213,122
36,290,53
146,187,75
113,189,120
116,153,63
144,93,44
182,135,63
14,117,23
151,184,69
292,377,159
163,248,83
182,225,52
204,167,85
13,143,19
230,191,67
342,470,328
90,1096,100
37,424,68
42,322,69
58,602,81
